FID,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STAr,Shape_STLe,ShapeSTAre,ShapeSTLen,PARK_ID,REGION,TC_ID,Shape_Leng,OBJECTID_1,TC_ID_1,VALUE_0,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,OBJECTID_2,TC_ID_12,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,Shape__Area,Shape__Length
159,7989,Hall/Boynton Street Garden,MBTA,NULL,5,Jamaica Plain,0.13731616,"60 Gladeside Ave., Mattapan, MA",Open Space District,Community Gardens,NULL,DCR,N,N, ,DCR,0,0,5981.598633,324.6646674, ,INFO_Reallocation From Dept,7989,324.6646674,160,7989,0,2631,3354,5985,0,3354,43.95989975,56.04010025,56.04010025,0,160,7989,5985,2631,3354,0,0,0,0,0,5985,0,43.95989975,56.04010025,0,0,0,0,0,100,0,5981.598389,324.6646674
160,7990,Anson Street Garden,MBTA,NULL,5,Jamaica Plain,0.16933221,"80 Willowwood St, Mattapan, MA",Open Space District,Community Gardens,NULL,DCR,N,N, ,DCR,0,0,7376.242676,531.4385675, ,INFO_Reallocation From Dept,7990,531.4385675,161,7990,0,3245,3999,7404,115,4114,43.82766072,54.01134522,55.5645597,1.553214479,161,7990,7404,3245,3999,0,0,45,0,115,7244,160,43.82766072,54.01134522,0,0,0.607779579,0,1.553214479,97.83900594,2.160994057,7376.242676,531.4385675
161,7991,Thetford/Evans Playground,City of Boston,A97,3,Mattapan,0.68,"70 Gladeside Ave., Mattapan, MA",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,29759.8833,699.9295441,302,PARK_Maintenance_Region 2,7991,699.9295441,162,7991,1,14905,3247,29763,11611,14858,50.07895709,10.90951853,49.92104291,39.01152438,162,7991,29763,14905,3247,0,0,0,0,11611,18152,11611,50.07895709,10.90951853,0,0,0,0,39.01152438,60.98847562,39.01152438,29759.88428,699.9295441
162,7992,Woodhaven,City of Boston,A97,6,Mattapan,1.1823713,"150 Msgr. O'Brien Hwy., Dorchester, MA",Residential District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, , ,0,0,53250.92969,931.4803594, ,PARK_Maintenance_Ground Maintenance,7992,931.4803594,163,7992,0,53012,237,53249,0,237,99.55492122,0.445078781,0.445078781,0,163,7992,53249,53012,237,0,0,0,0,0,53249,0,99.55492122,0.445078781,0,0,0,0,0,100,0,53250.93066,931.4803594
163,7993,Gladeside I,City of Boston,A97/WPA,6,Mattapan,10.3057581,"80 Franklin St, Dorchester, MA",Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, , ,0,0,448208.8691,3495.07022, ,PARK_Maintenance_Ground Maintenance,7993,3495.07022,164,7993,0,437340,10815,448217,0,10815,97.57327366,2.412893755,2.412893755,0,164,7993,448217,437340,10815,0,0,0,62,0,448155,62,97.57327366,2.412893755,0,0,0,0.013832586,0,99.98616741,0.013832586,448208.8687,3495.07022
164,7994,Willowwood Rock,City of Boston,A97,6,Mattapan,0.53229858,"100 ReVision Dr., Dorchester, MA",Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, , ,0,0,24342.15259,683.5947723, ,PARK_Maintenance_Ground Maintenance,7994,683.5947722,165,7994,0,21318,2799,24346,5,2804,87.56263863,11.49675511,11.51729237,0.020537255,165,7994,24346,21318,2799,0,0,0,224,5,24117,229,87.56263863,11.49675511,0,0,0,0.920069005,0.020537255,99.05939374,0.94060626,24342.15234,683.5947722
165,7995,Gladeside II,Private, ,6,Mattapan,0.89854126,"40 Lucerne St, Dorchester, MA",Residential District,Urban Wilds & Natural Areas,NULL, ,N, , , ,0,0,39141.15381,919.392211, ,INFO_Reallocation From Dept,7995,919.392211,166,7995,0,37718,1059,39140,112,1171,96.36688809,2.705671947,2.991824221,0.286152274,166,7995,39140,37718,1059,0,0,251,0,112,38777,363,96.36688809,2.705671947,0,0,0.641287685,0,0.286152274,99.07256004,0.927439959,39141.15356,919.3922109
166,7997,Msgr. Francis A. Ryan Park,Commonwealth of Massachusetts,A97,3,Mattapan,6.14129551,"550 Norfolk St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, , ,0,0,267519.5891,2585.464693, ,INFO_Reallocation From Dept,7997,2585.464693,167,7997,1,70375,62799,267502,132424,195223,26.30821452,23.47608616,72.9800151,49.50392894,167,7997,267502,70375,62799,69944,0,1691,213,62480,203118,64384,26.30821452,23.47608616,26.14709423,0,0.632144806,0.079625573,23.35683472,75.93139491,24.06860509,267519.5859,2585.464693
167,7998,Franklin Field BHA Garden,City of Boston, ,5,Mattapan,0.43377787,"120 Kennedy St, Dorchester, MA",Residential District,Community Gardens,NULL, ,N, , , ,0,0,4193.961914,491.8876898, ,INFO_Reallocation From Dept,7998,491.8876898,168,7998,0,350,3821,4195,24,3845,8.343265793,91.08462455,91.65673421,0.572109654,168,7998,4195,350,3821,0,0,0,0,24,4171,24,8.343265793,91.08462455,0,0,0,0,0.572109654,99.42789035,0.572109654,4193.96167,491.8876898
168,7999,ReVision House Urban Farm #1,Private, ,5,Mattapan,0.35190856,"95 Forest Hills Ave., Jamaica Plain, MA",Residential District,Community Gardens,NULL, ,N, , , ,0,0,15329.42627,509.8716316, ,INFO_Reallocation From Dept,7999,509.8716316,169,7999,0,321,9765,15331,3209,12974,2.093796882,63.69447525,84.62592134,20.93144609,169,7999,15331,321,9765,0,0,2036,0,3209,10086,5245,2.093796882,63.69447525,0,0,13.28028178,0,20.93144609,65.78827213,34.21172787,15329.42651,509.8716316
169,8000,Lucerne/Balsam Street Garden,BNAN_TTOR,Land Trust,5,Mattapan,0.22551695,"30 Lucerne St, Dorchester, MA",Open Space District,Community Gardens,NULL, ,N, , , ,0,0,9823.693115,396.3476369, ,INFO_Reallocation From Dept,8000,396.3476369,170,8000,0,1949,6462,9830,1213,7675,19.82706002,65.73753815,78.07731434,12.3397762,170,8000,9830,1949,6462,0,0,206,0,1213,8411,1419,19.82706002,65.73753815,0,0,2.095625636,0,12.3397762,85.56459817,14.43540183,9823.693115,396.3476369
170,8001,Walker Playground,City of Boston,A97,3,Mattapan,5.9534334,"528 Norfolk St, Dorchester, MA",Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,259336.1699,2437.938938,310,PARK_Maintenance_Region 2,8001,2437.938938,171,8001,0,56903,158487,259331,42799,201286,21.94222827,61.11378894,77.61740787,16.50361893,171,8001,259331,56903,158487,0,0,961,181,42799,215390,43941,21.94222827,61.11378894,0,0,0.370568887,0.069794972,16.50361893,83.05601721,16.94398279,259336.1702,2437.938938
171,8002,Kennedy Playground,Commonwealth of Massachusetts,A97,3,Mattapan,0.26002942,"365 Hyde Park Ave., Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,Charles Plgd, ,0,0,11327.08276,485.6682052, ,INFO_Reallocation From Dept,8002,485.6682052,172,8002,0,1244,7578,11335,2513,10091,10.97485664,66.85487428,89.02514336,22.17026908,172,8002,11335,1244,7578,0,0,0,0,2513,8822,2513,10.97485664,66.85487428,0,0,0,0,22.17026908,77.82973092,22.17026908,11327.08325,485.6682052
172,8003,Forest Hills Cemetery,Private, ,4,Roslindale,243.7323322,"58 Wachusett St, Boston, MA",Open Space District,Cemeteries & Burying Grounds,NULL, ,N,X, , ,0,0,10618625.38,17028.43441, ,INFO_Reallocation From Dept,8003,17028.43466,173,8003,29,6231366,3237518,10490904,900297,4137815,59.39779832,30.86023855,39.44192989,8.581691339,173,8003,10618603,6231366,3237518,68137,127699,56079,65644,832160,9664720,953883,58.68348219,30.48911425,0.641675746,1.202596989,0.528120319,0.618198081,7.836812432,91.01686917,8.983130832,10618625.41,17028.43466
173,8004,Walter Street Cemetery,City of Boston,Ch114S7/A97,4,Roslindale,0.8659424,"30 Leland St, Jamaica Plain, MA",Open Space District,Cemeteries & Burying Grounds,BPRD,Private,X,X, , ,0,0,37517.5957,872.9201378,313,INFO_Reallocation From Dept,8004,872.9201379,174,8004,0,33470,3845,37522,160,4005,89.20100208,10.24732157,10.67373807,0.426416502,174,8004,37522,33470,3845,0,0,0,47,160,37315,207,89.20100208,10.24732157,0,0,0,0.125259848,0.426416502,99.44832365,0.55167635,37517.59546,872.9201379
174,8005,Weld Hill Tract,Private, ,3,Roslindale,14.11,"940 South St, Boston, MA",Conservation Protection Subdistrict,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X,"Walter Street Tract, Arnold Arboretum", ,0,0,614572.6091,4031.630048, ,INFO_Reallocation From Dept,8005,4031.630048,175,8005,0,193633,325905,614574,64983,390888,31.50686492,53.0294155,63.60308116,10.57366566,175,8005,614574,193633,325905,0,0,30002,51,64983,519538,95036,31.50686492,53.0294155,0,0,4.881755492,0.008298431,10.57366566,84.53628042,15.46371958,614572.6086,4031.630048
175,8006,Pagel Playground,City of Boston,A97,3,Roslindale,2.72504189,"238 Poplar St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,118355.5291,1652.934228,223,PARK_Maintenance_Region 4,8006,1652.934228,176,8006,0,24041,36896,118352,57415,94311,20.3131337,31.17480059,79.6868663,48.5120657,176,8006,118352,24041,36896,0,0,0,0,57415,60937,57415,20.3131337,31.17480059,0,0,0,0,48.5120657,51.4879343,48.5120657,118355.5286,1652.934228
176,8007,Parkman Playground,City of Boston,A97,3,Roslindale,2.06809445,"70 Delano St, Hyde Park, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,90087.79614,1277.674777,229,PARK_Maintenance_Region 4,8007,1277.674777,177,8007,0,23659,8767,90086,57398,66165,26.26268233,9.731811824,73.44648447,63.71467265,177,8007,90086,23659,8767,42853,0,0,262,14545,75279,14807,26.26268233,9.731811824,47.56898963,0,0,0.290833204,16.14568301,83.56348378,16.43651622,90087.79614,1277.674777
177,8008,Leland Street Herb Garden,BNAN_TTOR,Land Trust,5,Roslindale,0.25911714,"110 Toll Gate Rd., Hyde Park, MA",Open Space District,Community Gardens,NULL, ,N, , , ,0,0,10828.18579,422.6515674, ,INFO_Reallocation From Dept,8008,422.6515674,178,8008,0,7457,3373,10830,0,3373,68.85503232,31.14496768,31.14496768,0,178,8008,10830,7457,3373,0,0,0,0,0,10830,0,68.85503232,31.14496768,0,0,0,0,0,100,0,10828.18579,422.6515674
178,8009,Fallon Field,City of Boston,A97,3,Roslindale,7.51145116,"45 Forest Hills St, Jamaica Plain, MA",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,327204.6301,2373.302908,112,PARK_Maintenance_Region 4,8009,2373.302908,179,8009,0,47626,200623,327209,77652,278275,14.55522311,61.31341131,85.04503238,23.73162107,179,8009,327209,47626,200623,29356,0,0,1308,48296,277605,49604,14.55522311,61.31341131,8.971635866,0,0,0.399744506,14.75998521,84.84027029,15.15972971,327204.6311,2373.302908
179,8010,Poplar Street Play Area,City of Boston,A97,3,Roslindale,0.44211382,"80 Whittier St, Roxbury, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Hillside Play Area, ,0,0,18995.99268,613.585566,241,PARK_Maintenance_Region 4,8010,613.585566,180,8010,0,14053,4920,18997,20,4940,73.97483813,25.89882613,26.00410591,0.105279781,180,8010,18997,14053,4920,0,0,0,4,20,18973,24,73.97483813,25.89882613,0,0,0,0.021055956,0.105279781,99.87366426,0.126335737,18995.99316,613.585566
180,8011,Southwest Boston Garden Club,MBTA,NULL,5,Roslindale,1.52021643,"640 Washington St, Hyde Park, MA",Residential District,Community Gardens,NULL,Private,N,N, ,MBTA,0,0,66221.81299,1075.033534, ,INFO_Reallocation From Dept,8011,1075.033534,181,8011,0,17750,46845,66223,1206,48051,26.80337647,70.73826314,72.55938269,1.821119551,181,8011,66223,17750,46845,0,0,0,422,1206,64595,1628,26.80337647,70.73826314,0,0,0,0.637240838,1.821119551,97.54163961,2.458360388,66221.8125,1075.033534
181,8012,Delano Park,City of Boston, ,1,Roslindale,0.20637203,"239 Roxbury Street, Boston, MA",Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, , ,0,0,8989.725586,1290.860107, ,PARK_Maintenance_Region 4,8012,1290.860107,182,8012,0,461,7602,8991,268,7870,5.127349572,84.55121788,87.53197642,2.980758536,182,8012,8991,461,7602,0,0,0,660,268,8063,928,5.127349572,84.55121788,0,0,0,7.340674007,2.980758536,89.67856746,10.32143254,8989.726074,1290.860107
182,8013,Toll Gate Cemetery,Private, ,4,Roslindale,0.90478525,"221 Roxbury St, Boston, MA",Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , , ,0,0,39413.14624,1135.123985, ,INFO_Reallocation From Dept,8013,1135.123985,183,8013,0,32424,6386,39411,431,6817,82.27144706,16.20359798,17.29720129,1.093603309,183,8013,39411,32424,6386,0,0,170,0,431,38810,601,82.27144706,16.20359798,0,0,0.431351653,0,1.093603309,98.47504504,1.524954962,39413.146,1135.123985
183,8014,Forest Hills Rotary,Commonwealth of Massachusetts,A97,1,Roslindale,0.69082163,"75 Centre St, Boston, MA",Open Space District,"Malls, Squares & Plazas",DCR,DCR,X,X, , ,0,0,30092.72119,615.1986228, ,INFO_Reallocation From Dept,8014,615.1986228,184,8014,0,233,1397,30093,0,1397,0.774266441,4.642275612,4.642275612,0,184,8014,30093,233,1397,0,0,0,28463,0,1630,28463,0.774266441,4.642275612,0,0,0,94.58345795,0,5.416542053,94.58345795,30092.72119,615.1986228
184,8015,Whittier Playground,City of Boston, ,3,Roxbury,0.27550283,"26-28 Whittier St, Roxbury, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,12001.1167,461.2216354, ,INFO_Reallocation From Dept,8015,461.2216353,185,8015,0,81,4010,12003,7912,11922,0.674831292,33.40831459,99.32516871,65.91685412,185,8015,12003,81,4010,0,0,0,0,7912,4091,7912,0.674831292,33.40831459,0,0,0,0,65.91685412,34.08314588,65.91685412,12001.11694,461.2216354
185,8016,Dudley Town Common,City of Boston,A97,1,Roxbury,0.62004086,"35 St James St, Boston, MA",Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,26879.85425,966.1750462,94,PARK_Maintenance_Region 5,8016,966.1750462,186,8016,0,9371,5568,26870,11501,17069,34.87532564,20.72199479,63.52437663,42.80238184,186,8016,26870,9371,5568,0,0,0,430,11501,14939,11931,34.87532564,20.72199479,0,0,0,1.60029773,42.80238184,55.59732043,44.40267957,26879.85474,966.1750462
186,8017,King Street Play Area,City of Boston,A97,3,Roxbury,0.13,"158 Walnut Avenue, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X,Play Area #4,BPRD,0,0,5457.454346,307.7420564,170,PARK_Maintenance_Region 5,8017,307.7420564,187,8017,0,4969,478,5498,35,513,90.37831939,8.694070571,9.330665697,0.636595126,187,8017,5498,4969,478,0,0,0,16,35,5447,51,90.37831939,8.694070571,0,0,0,0.291014915,0.636595126,99.07238996,0.92761004,5457.454102,307.7420564
187,8018,Jeep Jones Park,City of Boston,A97,3,Roxbury,1.82,"227 Walnut Ave, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,79196.28418,1230.883514,164,PARK_Maintenance_Region 5,8018,1230.883514,188,8018,0,39219,18740,79192,21160,39900,49.52394181,23.66400647,50.38387716,26.71987069,188,8018,79192,39219,18740,0,0,0,73,21160,57959,21233,49.52394181,23.66400647,0,0,0,0.092181028,26.71987069,73.18794828,26.81205172,79196.28516,1230.883514
188,8019,Linwood Park,City of Boston,A97,1,Roxbury,0.07383864,"156 Humboldt Ave., Boston, MA",Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, , ,0,0,3216.468018,209.0729225,180,PARK_Maintenance_Region 5,8019,209.0729225,189,8019,0,1702,1275,3220,228,1503,52.85714286,39.59627329,46.67701863,7.080745342,189,8019,3220,1702,1275,0,0,0,15,228,2977,243,52.85714286,39.59627329,0,0,0,0.465838509,7.080745342,92.45341615,7.546583851,3216.46875,209.0729225
189,8020,Kittredge Park,City of Boston,A97,1,Roxbury,0.11595123,"310 Walnut Ave., Boston, MA",Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X,Alvah Kittredge Park, ,0,0,5058.855225,339.5638221,172,PARK_Maintenance_Region 5,8020,339.5638221,190,8020,0,1322,1020,5057,2676,3696,26.14198141,20.1700613,73.08681036,52.91674906,190,8020,5057,1322,1020,0,0,0,39,2676,2342,2715,26.14198141,20.1700613,0,0,0,0.771208226,52.91674906,46.31204271,53.68795729,5058.855225,339.5638221
190,8021,Rockledge Street Urban Wild,City of Boston,A97,6,Roxbury,0.53148566,"105-107 Rockledge St, Roxbury, MA",Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X, ,BCC,0,0,22372.56323,725.3298248, ,PARK_Maintenance_Ground Maintenance,8021,725.3298247,191,8021,0,19413,2688,22371,121,2809,86.77752447,12.01555585,12.55643467,0.540878816,191,8021,22371,19413,2688,0,0,65,84,121,22101,270,86.77752447,12.01555585,0,0,0.290554736,0.37548612,0.540878816,98.79308033,1.206919673,22372.56201,725.3298247
191,8022,St James Street Park,City of Boston,A97,3,Roxbury,0.38489331,"35 St James St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,17115.81543,562.3330271,292,PARK_Maintenance_Region 5,8022,562.3330271,192,8022,0,9931,3810,17116,3375,7185,58.02173405,22.2598738,41.97826595,19.71839215,192,8022,17116,9931,3810,0,0,0,0,3375,13741,3375,58.02173405,22.2598738,0,0,0,0,19.71839215,80.28160785,19.71839215,17115.81567,562.3330271
192,8023,Malcolm X Park I,City of Boston,A97,3,Roxbury,15.12,"158 Walnut Avenue, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Washington Park, ,0,0,658608.4402,3913.709999,186,PARK_Maintenance_Region 5,8023,3913.709999,193,8023,1,280956,238745,658724,113406,352151,42.65155057,36.24355572,53.45956728,17.21601156,193,8023,658724,280956,238745,16636,0,25190,427,96770,536337,122387,42.65155057,36.24355572,2.525488672,0,3.824059849,0.064822293,14.69052289,81.42059497,18.57940503,658608.4412,3913.709999
193,8024,Horatio Harris Park,City of Boston,A97,3,Roxbury,2.52189718,"227 Walnut Ave, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,109855.7942,1301.216603,157,PARK_Maintenance_Region 3,8024,1301.216603,194,8024,1,77966,26318,109854,5350,31668,70.97238152,23.95725235,28.82735267,4.870100315,194,8024,109854,77966,26318,0,0,0,220,5350,104284,5570,70.97238152,23.95725235,0,0,0,0.200265807,4.870100315,94.92963388,5.070366122,109855.7935,1301.216603
194,8025,Trotter School Playground,City of Boston,A97,3,Roxbury,1.24398438,"156 Humboldt Ave., Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,54188.92432,957.7365163,306,PARK_Maintenance_Region 5,8025,957.7365163,195,8025,1,15440,16785,54188,21828,38613,28.49339337,30.97549273,71.25747398,40.28198125,195,8025,54188,15440,16785,0,0,135,0,21828,32225,21963,28.49339337,30.97549273,0,0,0.249132649,0,40.28198125,59.4688861,40.5311139,54188.92285,957.7365163
195,8026,Crawford Street Playground,City of Boston,A97,3,Roxbury,1.72194396,"310 Walnut Ave., Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,111840.9133,2109.877144,73,PARK_Maintenance_Region 5,8026,2109.877144,196,8026,0,58137,41205,111838,12488,53693,51.98322574,36.84347002,48.00962106,11.16615104,196,8026,111838,58137,41205,6458,0,7,1,6030,105800,6038,51.98322574,36.84347002,5.77442372,0,0.006259053,0.00089415,5.39172732,94.60111948,5.398880524,111840.9128,2109.877144
196,8027,Father Jack Play Area,City of Boston,A97,3,Roxbury,0.3170537,"345 Walnut Ave., Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,"Msgr. John Roussin Park, Walnut Park Play Area", ,0,0,13926.25171,460.8229561,311,PARK_Maintenance_Region 5,8027,460.8229561,197,8027,0,6441,4204,13927,3210,7414,46.24829468,30.1859697,53.23472392,23.04875422,197,8027,13927,6441,4204,0,0,0,72,3210,10645,3282,46.24829468,30.1859697,0,0,0,0.516981403,23.04875422,76.43426438,23.56573562,13926.2522,460.8229561
197,8028,Flaherty Playground,City of Boston,A97,3,Roxbury,1.31078198,"160 Florence St, Roslindale, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Cornwall, ,0,0,57098.67798,958.9864366,119,PARK_Maintenance_Region 3,8028,958.9864366,198,8028,0,33175,13278,57094,10562,23840,58.10593057,23.25638421,41.75570112,18.49931692,198,8028,57094,33175,13278,0,0,0,79,10562,46453,10641,58.10593057,23.25638421,0,0,0,0.138368305,18.49931692,81.36231478,18.63768522,57098.67773,958.9864367
198,8029,Marcella Playground,City of Boston,A97,3,Roxbury,5.08980387,"260 Highland St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,221715.7991,1831.127177,187,PARK_Maintenance_Region 5,8029,1831.127177,199,8029,0,31911,128366,221707,61430,189796,14.39332091,57.89893869,85.60667909,27.7077404,199,8029,221707,31911,128366,13258,0,0,0,48172,173535,48172,14.39332091,57.89893869,5.979964548,0,0,0,21.72777585,78.27222415,21.72777585,221715.7981,1831.127177
199,8030,Highland Park,City of Boston,A97,3,Roxbury,3.63253278,"58 Beech Glen St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,158235.9417,1557.901238,152,PARK_Maintenance_Region 5,8030,1557.901238,200,8030,1,53815,81395,158236,19211,100606,34.00932784,51.43898986,63.57971637,12.14072651,200,8030,158236,53815,81395,0,0,787,3028,19211,135210,23026,34.00932784,51.43898986,0,0,0.497358376,1.913597411,12.14072651,85.4483177,14.5516823,158235.9417,1557.901238
200,8031,Cedar Square,City of Boston,A97,3,Roxbury,0.62313931,"20 Cedar St, Boston, MA",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,26816.51538,653.3418108,45,PARK_Maintenance_Region 5,8031,653.3418109,201,8031,2,9536,14115,26842,2920,17035,35.52641383,52.58550034,63.46397437,10.87847403,201,8031,26842,9536,14115,0,0,0,271,2920,23651,3191,35.52641383,52.58550034,0,0,0,1.009611802,10.87847403,88.11191416,11.88808584,26816.5144,653.3418109
